CHR_ID,CHR_POS,STRONGEST SNP-RISK ALLELE,CONTEXT,MAPPED_TRAIT
9,34039004,rs62558833-T,intron_variant,colorectal cancer
15,48528851,rs2279237-A,intron_variant,colorectal cancer
9,135798543,rs74995296-C,regulatory_region_variant,colorectal cancer
10,33116647,rs2750055-T,non_coding_transcript_exon_variant,colorectal cancer
10,72024267,rs1245518-C,intergenic_variant,colorectal cancer
11,118922904,rs11217091-C,intron_variant,colorectal cancer
12,79514963,rs11114149-A,regulatory_region_variant,colorectal cancer
12,95657111,rs11108175-A,intron_variant,colorectal cancer
12,110919667,rs17550549-C,intron_variant,colorectal cancer
13,42079301,rs1012053-C,intron_variant,colorectal cancer
13,95248822,rs12855244-A,intron_variant,colorectal cancer
15,67821433,rs7171219-C,intron_variant,colorectal cancer
15,71351448,rs4777372-C,intron_variant,colorectal cancer
18,12881362,rs8083786-A,intron_variant,colorectal cancer
20,8468727,rs8117408-C,intron_variant,colorectal cancer
20,6717725,rs6085662-C,regulatory_region_variant,colorectal cancer
6,32223562,rs3830041-T,intron_variant,colorectal cancer
12,57147065,rs7398375-C,intron_variant,colorectal cancer
1,17804474,rs11203467-G,intron_variant,colorectal cancer
1,115543035,rs2226738-C,intergenic_variant,colorectal cancer
2,42376941,rs13426988-G,intron_variant,colorectal cancer
2,52658893,rs13419069-G,regulatory_region_variant,colorectal cancer
2,224713074,rs35413825-A,intron_variant,colorectal cancer
3,6953739,rs2163735-G,intron_variant,colorectal cancer
3,101845752,rs116265807-G,intron_variant,colorectal cancer
7,75741828,rs67999259-C,intergenic_variant,colorectal cancer
12,114660289,rs9634162-A,intergenic_variant,colorectal cancer
9,83695388,rs12235741-G,intron_variant,colorectal cancer
20,57229060,rs193044-A,intron_variant,colorectal cancer
5,135128376,rs7722513-C,intron_variant,colorectal cancer
8,116620726,rs6469654-C,intergenic_variant,colorectal cancer
10,112967084,rs11196172-A,intron_variant,colorectal cancer
17,10803924,rs1078643-A,missense_variant,colorectal cancer
5,135161909,rs35917784-A,intron_variant,colorectal cancer
3,169774313,rs10936599-C,missense_variant,colorectal cancer
5,1296371,rs2735940-G,intergenic_variant,colorectal cancer
6,36655123,rs1321311-A,regulatory_region_variant,colorectal cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,colorectal cancer
10,8659256,rs10795668-G,intergenic_variant,colorectal cancer
11,74634505,rs3824999-G,intron_variant,colorectal cancer
11,111300984,rs3802842-C,intron_variant,colorectal cancer
12,4266925,rs12818766-A,intron_variant,colorectal cancer
12,4291642,rs3217874-T,intron_variant,colorectal cancer
12,42740389,rs11610543-G,intergenic_variant,colorectal cancer
15,32700910,rs16969681-T,TF_binding_site_variant,colorectal cancer
16,80009361,rs9930005-C,intergenic_variant,colorectal cancer
18,48927093,rs4939827-T,intron_variant,colorectal cancer
19,33041394,rs10411210-C,intron_variant,colorectal cancer
20,6718948,rs4813802-G,regulatory_region_variant,colorectal cancer
20,48723580,rs6066825-A,intron_variant,colorectal cancer
20,50440951,rs1810502-C,intergenic_variant,colorectal cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,colorectal cancer
14,53944201,rs4444235-C,intergenic_variant,colorectal cancer
19,33041394,rs10411210-C,intron_variant,colorectal cancer
16,68787043,rs9929218-G,intron_variant,colorectal cancer
20,6423634,rs961253-A,intergenic_variant,colorectal cancer
1,221991606,rs6687758-G,regulatory_region_variant,colorectal cancer
20,62345988,rs4925386-C,intron_variant,colorectal cancer
3,169774313,rs10936599-C,missense_variant,colorectal cancer
12,50761880,rs11169552-C,intergenic_variant,colorectal cancer
1,221872104,rs6691170-T,intergenic_variant,colorectal cancer
20,43904181,rs6065668-T,regulatory_region_variant,colorectal cancer
6,41725074,rs4711689-A,intron_variant,colorectal cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,colorectal cancer
10,8659256,rs10795668-G,intergenic_variant,colorectal cancer
18,48927093,rs4939827-T,intron_variant,colorectal cancer
20,48723580,rs6066825-A,intron_variant,colorectal cancer
15,32700910,rs16969681-T,TF_binding_site_variant,colorectal cancer
20,6718948,rs4813802-G,regulatory_region_variant,colorectal cancer
11,111300984,rs3802842-C,intron_variant,colorectal cancer
19,33041394,rs10411210-C,intron_variant,colorectal cancer
3,169774313,rs10936599-C,missense_variant,colorectal cancer
5,1296371,rs2735940-G,intergenic_variant,colorectal cancer
6,36655123,rs1321311-A,regulatory_region_variant,colorectal cancer
11,74634505,rs3824999-G,intron_variant,colorectal cancer
20,50440951,rs1810502-C,intergenic_variant,colorectal cancer
1,62207365,rs7542665-C,missense_variant,colorectal cancer
1,245018119,rs201395236-T,intron_variant,colorectal cancer
2,48459556,rs7606562-T,intron_variant,colorectal cancer
3,134029945,rs113569514-T,intron_variant,colorectal cancer
5,126652483,rs12659017-G,intergenic_variant,colorectal cancer
6,29842083,rs1476570-A,intergenic_variant,colorectal cancer
6,32223562,rs3830041-T,intron_variant,colorectal cancer
12,31441879,rs77969132-T,intron_variant,colorectal cancer
12,42736822,rs2730985-G,intergenic_variant,colorectal cancer
13,73412491,rs1886450-G,intergenic_variant,colorectal cancer
16,80005724,rs4341754-G,intergenic_variant,colorectal cancer
17,10803924,rs1078643-A,missense_variant,colorectal cancer
20,58900136,rs13831-G,3_prime_UTR_variant,colorectal cancer
10,99530544,rs6584283-C,intron_variant,colorectal cancer
18,48924606,rs7229639-A,intron_variant,colorectal cancer
5,135163402,rs647161-A,intron_variant,colorectal cancer
10,112967084,rs11196172-A,intron_variant,colorectal cancer
8,116611854,rs2450115-T,intergenic_variant,colorectal cancer
11,61785208,rs174537-G,non_coding_transcript_exon_variant,colorectal cancer
10,112520943,rs12241008-C,intron_variant,colorectal cancer
8,116635549,rs6469656-A,regulatory_region_variant,colorectal cancer
20,7831703,rs2423279-C,intergenic_variant,colorectal cancer
10,79059375,rs704017-G,intron_variant,colorectal cancer
12,4259186,rs10774214-T,intron_variant,colorectal cancer
16,86220445,rs847208-A,intergenic_variant,colorectal cancer
1,221887680,rs11118883-A,intron_variant,colorectal cancer
8,116836068,rs76316943-A,intron_variant,colorectal cancer
8,127412547,rs7014346-A,intron_variant,colorectal cancer
10,8697617,rs11255841-T,intergenic_variant,colorectal cancer
10,99591947,rs11190164-G,intergenic_variant,colorectal cancer
11,74634505,rs3824999-C,intron_variant,colorectal cancer
11,111300984,rs3802842-C,intron_variant,colorectal cancer
12,50651666,rs4768903-A,intron_variant,colorectal cancer
14,53952388,rs35107139-C,intron_variant,colorectal cancer
15,32718211,rs2293582-A,non_coding_transcript_exon_variant,colorectal cancer
18,48927678,rs7226855-A,intron_variant,colorectal cancer
21,38996636,rs57046232-T,intron_variant,colorectal cancer
20,6709454,rs1015563-T,intergenic_variant,colorectal cancer
20,62394395,rs2427308-C,intron_variant,colorectal cancer
15,31449013,rs1075232-A,regulatory_region_variant,"metastasis measurement, survival time, colorectal cancer"
6,53312880,rs209489-C,intron_variant,"metastasis measurement, survival time, colorectal cancer"
18,53590462,rs1372474-G,intron_variant,"metastasis measurement, survival time, colorectal cancer"
6,53312880,rs209489-C,intron_variant,"metastasis measurement, survival time, colorectal cancer"
18,53580709,rs1442089-C,non_coding_transcript_exon_variant,"metastasis measurement, survival time, colorectal cancer"
9,94488752,rs9409565-C,intron_variant,"colorectal cancer, alcohol consumption measurement"
9,94488752,rs9409565-C,intron_variant,"colorectal cancer, alcohol consumption measurement"
8,127395198,rs10505477-A,intron_variant,colorectal cancer
2,218290058,rs992157-A,5_prime_UTR_variant,colorectal cancer
11,111302186,rs6589219-G,intron_variant,colorectal cancer
20,6423634,rs961253-A,intergenic_variant,colorectal cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,colorectal cancer
19,33084158,rs7252505-G,intron_variant,colorectal cancer
19,45818249,rs56848936-A,intron_variant,colorectal cancer
10,8047173,rs4143094-T,intron_variant,"diet measurement, colorectal cancer"
1,221991606,rs6687758-G,regulatory_region_variant,colorectal cancer
10,8659256,rs10795668-G,intergenic_variant,colorectal cancer
19,33041394,rs10411210-C,intron_variant,colorectal cancer
10,58811675,rs4948317-C,intron_variant,colorectal cancer
10,79059375,rs704017-G,intron_variant,colorectal cancer
10,99529178,rs12412391-G,intron_variant,colorectal cancer
10,112967084,rs11196172-A,intron_variant,colorectal cancer
11,61785208,rs174537-G,non_coding_transcript_exon_variant,colorectal cancer
12,866782,rs12309274-T,intron_variant,colorectal cancer
12,6276561,rs10849432-T,intergenic_variant,colorectal cancer
17,897353,rs12603526-C,intron_variant,colorectal cancer
19,41354391,rs1800469-G,intron_variant,colorectal cancer
5,135163402,rs647161-A,intron_variant,colorectal cancer
1,183004356,rs10752881-A,regulatory_region_variant,colorectal cancer
8,116635549,rs6469656-A,regulatory_region_variant,colorectal cancer
8,127401060,rs6983267-G,non_coding_transcript_exon_variant,colorectal cancer
11,111300984,rs3802842-C,intron_variant,colorectal cancer
12,4259186,rs10774214-T,intron_variant,colorectal cancer
18,48924606,rs7229639-A,intron_variant,colorectal cancer
20,7831703,rs2423279-C,intergenic_variant,colorectal cancer
18,48927093,rs4939827-T,intron_variant,colorectal cancer
1,221972743,rs12022676-A,intron_variant,colorectal cancer
3,134029945,rs113569514-C,intron_variant,colorectal cancer
5,135128376,rs7722513-G,intron_variant,colorectal cancer
8,116801302,rs11779352-A,intron_variant,colorectal cancer
8,127409540,rs4871788-A,intron_variant,colorectal cancer
9,22092925,rs10811654-G,intron_variant,colorectal cancer
10,112546682,rs80207046-T,intron_variant,colorectal cancer
10,79059375,rs704017-G,intron_variant,colorectal cancer
10,8692798,rs7894531-A,intergenic_variant,colorectal cancer
11,100674103,rs184201123-T,intergenic_variant,colorectal cancer
12,112030402,rs11066132-T,intron_variant,colorectal cancer
12,4270665,rs12822620-T,intron_variant,colorectal cancer
18,48926786,rs11874392-T,intron_variant,colorectal cancer
20,7768820,rs6086195-G,intergenic_variant,colorectal cancer
2,211845660,rs79612564-C,intron_variant,"colorectal cancer, overall survival"
6,166253946,rs9356458-A,intron_variant,"colorectal cancer, overall survival"
15,36697029,rs9744647-T,intron_variant,"colorectal cancer, overall survival"
6,113107609,rs6568761-G,intergenic_variant,"colorectal cancer, overall survival"
5,111177429,rs244509-C,intergenic_variant,"colorectal cancer, overall survival"
3,6062038,rs1400673-G,intron_variant,"colorectal cancer, overall survival"
1,37179162,rs4653255-A,intron_variant,"colorectal cancer, overall survival"
6,40627191,rs2473571-G,intergenic_variant,"colorectal cancer, overall survival"
13,85589544,rs9594035-T,regulatory_region_variant,"colorectal cancer, overall survival"
4,42370634,rs3103204-T,intron_variant,"colorectal cancer, overall survival"
11,121560163,rs11605969-T,intron_variant,"colorectal cancer, overall survival"
13,23617092,rs4411363-G,intron_variant,"colorectal cancer, overall survival"
4,27155925,rs1352374-C,intergenic_variant,"colorectal cancer, overall survival"
8,66678225,rs6983214-T,non_coding_transcript_exon_variant,"colorectal cancer, overall survival"
5,157555051,rs11744800-C,intron_variant,"colorectal cancer, overall survival"
10,109458147,rs2050337-G,intergenic_variant,"colorectal cancer, overall survival"
14,42475173,rs7145600-T,intron_variant,"colorectal cancer, overall survival"
1,183056420,rs4546885-C,intron_variant,colorectal cancer
1,221975001,rs12025420-A,intron_variant,colorectal cancer
3,134026952,rs57064586-C,intron_variant,colorectal cancer
5,1292868,rs2853672-A,intron_variant,colorectal cancer
5,135128376,rs7722513-G,intron_variant,colorectal cancer
5,40280100,rs1445011-C,intergenic_variant,colorectal cancer
7,45076869,rs3735491-A,intergenic_variant,colorectal cancer
8,116609353,rs2511653-T,intergenic_variant,colorectal cancer
8,127401060,rs6983267-T,non_coding_transcript_exon_variant,colorectal cancer
9,22092925,rs10811654-G,intron_variant,colorectal cancer
10,112520943,rs12241008-C,intron_variant,colorectal cancer
10,79059375,rs704017-G,intron_variant,colorectal cancer
10,8696322,rs72777082-A,intergenic_variant,colorectal cancer
11,100674103,rs184201123-T,intergenic_variant,colorectal cancer
11,111283347,rs7130173-C,intron_variant,colorectal cancer
11,15997191,rs10832544-G,intron_variant,colorectal cancer
12,112030402,rs11066132-T,intron_variant,colorectal cancer
12,4270665,rs12822620-T,intron_variant,colorectal cancer
12,95656975,rs11108173-G,intron_variant,colorectal cancer
13,110423311,rs8001158-G,intron_variant,colorectal cancer
14,50927762,rs8022952-T,intron_variant,colorectal cancer
15,32719496,rs79207432-C,intron_variant,colorectal cancer
15,66691644,rs2439411-A,regulatory_region_variant,colorectal cancer
17,10803924,rs1078643-A,missense_variant,colorectal cancer
17,83107711,rs76409885-T,intergenic_variant,colorectal cancer
18,48926786,rs11874392-T,intron_variant,colorectal cancer
19,33026246,rs28570619-A,intron_variant,colorectal cancer
20,48723580,rs6066825-G,intron_variant,colorectal cancer
20,50440997,rs1810501-C,intergenic_variant,colorectal cancer
20,62395619,rs2427313-A,intron_variant,colorectal cancer
20,6712481,rs6085661-T,TF_binding_site_variant,colorectal cancer
20,7768744,rs6086194-C,intergenic_variant,colorectal cancer
12,12370837,rs189655236-C,intron_variant,"survival time, colorectal cancer"
14,86532595,rs144717887-G,intergenic_variant,"survival time, colorectal cancer"
14,58669547,rs698022-C,intron_variant,"survival time, colorectal cancer"
9,16915023,rs3814113-G,intergenic_variant,malignant epithelial tumor of ovary
8,128531703,rs10088218-A,intron_variant,malignant epithelial tumor of ovary
2,176177905,rs2072590-A,non_coding_transcript_exon_variant,malignant epithelial tumor of ovary
3,156689208,rs7651446-A,intron_variant,malignant epithelial tumor of ovary
19,17278895,rs8170-A,synonymous_variant,malignant epithelial tumor of ovary
17,48334138,rs9303542-G,intron_variant,malignant epithelial tumor of ovary
8,81741409,rs11782652-G,intron_variant,malignant epithelial tumor of ovary
10,21626690,rs1243180-A,intron_variant,malignant epithelial tumor of ovary
5,1279675,rs10069690-A,intron_variant,malignant epithelial tumor of ovary
17,46710944,rs183211-A,splice_acceptor_variant,malignant epithelial tumor of ovary
6,396321,rs12203592-T,intron_variant,"acute myeloid leukemia, myelodysplastic syndrome"
18,23218127,rs77770767-C,intron_variant,cancer aggressiveness measurement
3,138851169,rs137884934-T,intergenic_variant,lung adenocarcinoma
2,25534840,rs682888-C,intron_variant,lung adenocarcinoma
11,61814184,rs174559-A,non_coding_transcript_exon_variant,lung adenocarcinoma
15,49465269,rs71467682-G,intron_variant,lung adenocarcinoma
10,124635640,rs10901793-A,intron_variant,lung adenocarcinoma
6,53525197,rs531557-T,intron_variant,lung adenocarcinoma
19,725066,rs116863980-A,intron_variant,lung adenocarcinoma
15,56162025,rs764014-G,intron_variant,lung adenocarcinoma
4,44172387,rs117715768-T,intergenic_variant,lung adenocarcinoma
4,156973740,rs1373058-A,intergenic_variant,lung adenocarcinoma
2,85666618,rs1130866-A,missense_variant,lung adenocarcinoma
4,163148970,rs2320614-C,intron_variant,lung adenocarcinoma
16,82119933,rs34638657-C,intron_variant,lung adenocarcinoma
18,32342958,rs638868-C,intron_variant,lung adenocarcinoma
6,53518990,rs61583240-T,intron_variant,lung adenocarcinoma
20,63682701,rs75031349-G,intron_variant,lung adenocarcinoma
8,81741409,rs11782652-A,intron_variant,ovarian carcinoma
10,21626690,rs1243180-T,intron_variant,ovarian carcinoma
10,21626690,rs1243180-T,intron_variant,ovarian carcinoma
8,81741409,rs11782652-A,intron_variant,ovarian carcinoma
12,27987344,rs1314084-T,intergenic_variant,breast carcinoma
16,52565276,rs4784227-T,intron_variant,breast carcinoma
18,45304061,rs12455117-T,intron_variant,breast carcinoma
21,34746798,rs12483725-A,intron_variant,breast carcinoma
6,151628177,rs7763637-A,TF_binding_site_variant,breast carcinoma
7,130969092,rs2048672-C,intron_variant,breast carcinoma
10,62492218,rs10822013-T,intron_variant,breast carcinoma
2,217041109,rs13387042-A,intron_variant,breast carcinoma
16,52552429,rs3803662-T,non_coding_transcript_exon_variant,breast carcinoma
1,203797203,rs4951011-G,5_prime_UTR_variant,breast carcinoma
5,91436408,rs10474352-C,intron_variant,breast carcinoma
15,90968837,rs2290203-G,3_prime_UTR_variant,breast carcinoma
18,23196687,rs11082321-A,intron_variant,breast carcinoma
